Source.Name;Marca temporal;Nombre del Encuestador SE1;Nombre de la empresa;1. Tamaño de la empresa:;2. Sector o industria principal de la empresa (seleccione una opción):  ;* Especificar otra industria o sector;3. ¿Qué tipo de perfiles profesionales son los más demandados por su empresa actualmente?  ;* Especificar otro perfil;4. ¿Cuántos puestos de trabajo necesitan cubrir en los próximos 12 meses?   ;5. ¿Cuáles son las principales dificultades que enfrenta para cubrir las vacantes en su empresa?  ;* Especificar otras dificultades;6. ¿Qué proporción de sus trabajadores considera que tiene suficiente formación?;7. ¿En qué medida la falta de personal cualificado cree que afecta al crecimiento de su empresa?  ;8. ¿A su empresa le interesaría realizar programas de formación o programas de inserción laboral?  
SE11 - DAYANNA LEE CARBONEL ARANA (respuestas).xlsx;20/02/2025 9:39;;Pescaderia espe;Micro;Comercio;;Comerciales;;Ninguno;Competencia salarial;;La mayoría;En cierta medida;No
SE11 - DAYANNA LEE CARBONEL ARANA (respuestas).xlsx;20/02/2025 9:47;;Tintorería lavanderia Olimpia;Pequeña;Servicios;;Técnicos;;1-5;Falta de candidatos cualificados, Competencia salarial, Falta de experiencia;;La mayoría;En gran medida;No
SE11 - DAYANNA LEE CARBONEL ARANA (respuestas).xlsx;20/02/2025 10:31;;Imagine 2;Pequeña;Servicios;Estetica;Comerciales;;1-5;Falta de candidatos cualificados;;La mayoría;En gran medida;Sí
SE11 - DAYANNA LEE CARBONEL ARANA (respuestas).xlsx;20/02/2025 10:47;;Giro fisioterapia ;Pequeña;Salud;;Técnicos;;1-5;Otras *;Demanda;La mayoría;Poco;Sí
SE11 - DAYANNA LEE CARBONEL ARANA (respuestas).xlsx;20/02/2025 11:01;;Clínica dental Dr. Babio;Pequeña;Salud;Odontología ;Técnicos;;Ninguno;Falta de candidatos cualificados, Competencia salarial, Falta de experiencia;;La mayoría;En cierta medida;No
SE11 - DAYANNA LEE CARBONEL ARANA (respuestas).xlsx;20/02/2025 11:10;;Mi mercado nico;Pequeña;Comercio;;Comerciales;;Ninguno;Competencia salarial;;La mayoría;En gran medida;No
SE11 - DAYANNA LEE CARBONEL ARANA (respuestas).xlsx;20/02/2025 11:20;;Llaves santiago;Micro;Servicios;;Técnicos;;Ninguno;Falta de candidatos cualificados, Competencia salarial, Falta de experiencia;;La mayoría;En gran medida;No
SE11 - DAYANNA LEE CARBONEL ARANA (respuestas).xlsx;20/02/2025 11:35;;Calzados jumi I;Pequeña;Comercio;Calzados;Comerciales;;Ninguno;Falta de candidatos cualificados, Competencia salarial;;La mayoría;En cierta medida;No
SE11 - DAYANNA LEE CARBONEL ARANA (respuestas).xlsx;20/02/2025 11:42;;Pintura el cerro ;Pequeña;Comercio;;Técnicos;;Ninguno;Competencia salarial;Impuestos;La mayoría;En cierta medida;No
SE11 - DAYANNA LEE CARBONEL ARANA (respuestas).xlsx;20/02/2025 12:02;;Aitana calzados y completamentos;Pequeña;Comercio;;Comerciales;;Ninguno;Competencia salarial;;La mayoría;En gran medida;Sí
SE11 - DAYANNA LEE CARBONEL ARANA (respuestas).xlsx;20/02/2025 12:08;;Santería oxala;Pequeña;Comercio;;Otro *;Orientador;Ninguno;Competencia salarial, Falta de experiencia;Conocimiento ;La mayoría;En gran medida;No
SE11 - DAYANNA LEE CARBONEL ARANA (respuestas).xlsx;20/02/2025 12:25;;Tienda Mariki;Pequeña;Comercio;;Comerciales;;Ninguno;Competencia salarial;;La mayoría;En gran medida;No
SE11 - DAYANNA LEE CARBONEL ARANA (respuestas).xlsx;20/02/2025 12:28;;Bar Ornedo;Pequeña;Servicios;Restauracion;Comerciales;;Ninguno;Competencia salarial;;La mayoría;En gran medida;No
SE11 - DAYANNA LEE CARBONEL ARANA (respuestas).xlsx;20/02/2025 12:43;;Peluqueria hernandez;Micro;Servicios;;Técnicos;;Ninguno;Otras *;Impuestos ;La mayoría;En cierta medida;No
SE11 - DAYANNA LEE CARBONEL ARANA (respuestas).xlsx;20/02/2025 12:58;;Estilisima moda;Pequeña;Comercio;;Comerciales;;Ninguno;Falta de experiencia;;La mayoría;En cierta medida;No
SE11 - DAYANNA LEE CARBONEL ARANA (respuestas).xlsx;20/02/2025 13:24;;Vikings mobility;Pequeña;Comercio;Venta de repuesto y reparación ;Técnicos;;1-5;Falta de candidatos cualificados, Competencia salarial, Falta de experiencia;;La mayoría;En gran medida;Sí
SE11 - DAYANNA LEE CARBONEL ARANA (respuestas).xlsx;20/02/2025 14:26;;Casa ángel bar;Pequeña;Servicios;Restauracion;Comerciales;;Ninguno;Competencia salarial;;La mayoría;En cierta medida;No
SE11 - DAYANNA LEE CARBONEL ARANA (respuestas).xlsx;20/02/2025 15:05;;Eugenio penco autopartes de automóvil ;Mediana;Servicios;;Técnicos;;1-5;Falta de candidatos cualificados, Competencia salarial, Falta de experiencia;;La mayoría;En gran medida;No
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;17/02/2025 22:12;;;;;;;;;;;;;
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 9:29;;Bar cafetería puerta carmona;Pequeña;Hostelería;;Otro *;camareros ;1-5;Falta de experiencia, Otras *;motivación ;Una minoría;En cierta medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 9:38;;farmacia puerta de carmona;Pequeña;Salud;;Técnicos;;1-5;Otras *;;Casi todos;En cierta medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 9:57;;tintorería Gonzalez;Mediana;Comercio;;Otro *;planchadora;1-5;Falta de experiencia;;Casi todos;En cierta medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 10:00;;Francisco caceres;Pequeña;;;Técnicos;;Ninguno;Falta de experiencia;;La mayoría;En gran medida;No
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 10:09;;Restaurante Alfalfa 8;Pequeña;Hostelería;;Otro *;cocinero, camareros;Más de 10;Falta de candidatos cualificados;;Una minoría;En gran medida;No
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 10:17;;Copyur SL;Pequeña;Comercio;;Otro *;dependiente;Ninguno;Falta de experiencia;;La mayoría;En cierta medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 10:23;;Noa Beauty salón de belleza ;Pequeña;Comercio;peluquería y salón de belleza ;Técnicos;esteticista ;Más de 10;Otras *;;La mayoría;En cierta medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 10:49;;La Gitana Loca;Mediana;Hostelería;;Otro *;camareros, cocineros;1-5;Falta de candidatos cualificados;;Una minoría;En cierta medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 10:56;;alcaiza restaurante ;Pequeña;Hostelería;;Otro *;cocinero camareros ;Ninguno;Otras *;ganas de trabajar ;La mayoría;En cierta medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 11:00;;kokola to go Bar;Pequeña;Hostelería;;Otro *;dependiente ;1-5;Competencia salarial;;Una minoría;En gran medida;No
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 11:03;;koker moda;Mediana;Salud;;Otro *;dependiente tienda;1-5;Falta de candidatos cualificados;;Casi todos;En cierta medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 11:05;;Zapaterías M &R;Mediana;Comercio;;Otro *;dependiente ;1-5;Falta de experiencia;;Casi todos;En cierta medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 11:10;;Pikaro complementos ;Pequeña;Comercio;;Otro *;dependiente ;1-5;Otras *;horarios;;En cierta medida;No
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 11:13;;Benavente Calzados;Mediana;Comercio;;Otro *;dependiente y trabajadores de almacen;6-10;Falta de experiencia;;Casi todos;Poco;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 11:16;;La mallorquina ;Mediana;Comercio;;Otro *;vendedor ;1-5;Falta de experiencia;;Casi todos;En cierta medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 11:20;;Zapatos Pasarela SL;Mediana;Comercio;;Otro *;dependiente ;1-5;Falta de experiencia;;Aproximadamente la mitad;En gran medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 11:24;;Calzados Patricia SL;Mediana;Comercio;;Otro *;vendedores;1-5;Otras *;horarios;La mayoría;Poco;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 11:28;;Roberto Garrudo zapatería baile;Mediana;Comercio;comercio piel;Otro *;dependiente ;1-5;Otras *;escaleras ;Aproximadamente la mitad;En gran medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 11:31;;orocash ;Grande;Comercio;;Otro *;dependiente ;1-5;Falta de experiencia;;Casi todos;En cierta medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 11:35;;Paco Rodríguez Sl zapateria;Mediana;Comercio;;Otro *;vendedor ;1-5;Falta de experiencia;;La mayoría;Poco;No
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 11:53;;Herbolario Esencias de sevilla;Pequeña;Comercio;;Otro *;vendedor;1-5;Otras *;horarios ;La mayoría;Poco;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 11:58;;kukichurro SL;Mediana;Hostelería;;Otro *;cocinero ;1-5;Falta de candidatos cualificados;;Una minoría;En gran medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 12:06;;Picnic Bar;Mediana;Hostelería;;Otro *;camareros ;6-10;Competencia salarial;;Aproximadamente la mitad;En gran medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 12:10;;Única Zamak;Pequeña;Comercio;piel;Otro *;vendedor, repartidor;Ninguno;Falta de candidatos cualificados;;La mayoría;En gran medida;No
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 12:14;;Sagasta  SL. Cafetería ;Pequeña;Hostelería;;Otro *;dependiente ;6-10;Falta de experiencia;;Aproximadamente la mitad;En gran medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 12:18;;La Tarta de la madre de Cris SL;Pequeña;Hostelería;;Otro *;vendedor, camarero;1-5;Falta de candidatos cualificados;;Casi todos;Poco;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 12:23;;crepería Plaza del Salvador ;Pequeña;Hostelería;;Otro *;camareros, ;1-5;Otras *;horarios;Una minoría;Nada;No
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 12:26;;Mito Heladería Il gelato e'italiano;Pequeña;Hostelería;;Otro *;camareros ;1-5;Otras *;horarios ;Casi todos;Nada;No
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 12:36;;Robles grupo Restaurantes SL;Mediana;Hostelería;;Otro *;camareros ;1-5;Falta de candidatos cualificados;;Aproximadamente la mitad;En cierta medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 12:42;;Original Bakery ;Pequeña;Hostelería;;Otro *;vendedor ;1-5;Falta de candidatos cualificados;;Una minoría;Poco;No
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 12:46;;Mordisko SL;Pequeña;Hostelería;;Otro *;camareros ;1-5;Falta de experiencia;;La mayoría;Nada;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 12:52;;forcipas SL;Mediana;Comercio;;Otro *;vendedores ;6-10;Falta de candidatos cualificados;;Una minoría;Poco;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 12:57;;Ricamo Sevilla ;Pequeña;Comercio;;Otro *;costureras ;Ninguno;Falta de candidatos cualificados, Competencia salarial, Falta de experiencia;;La mayoría;En cierta medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 13:02;;The Hoff brand S,l;Grande;Comercio;;Otro *;dependiente ;6-10;Falta de experiencia;;Aproximadamente la mitad;Poco;No
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 13:58;;Captain Candy shop SL;Grande;Comercio;;Otro *;dependiente ;Ninguno;Otras *;horarios ;Aproximadamente la mitad;Poco;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 14:03;;Citees Discam Textiles S. l;Grande;Comercio;;Otro *;Dependiente ;1-5;Otras *;horarios ;Casi todos;Poco;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 14:08;;Amorino SL;Mediana;Hostelería;;Otro *;vendedores ;1-5;Falta de candidatos cualificados, Falta de experiencia;idiomas;Casi todos;En cierta medida;No
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 14:22;;Twojeys tm S. l;Grande;Comercio;metal ;Otro *;vendedor;Ninguno;Falta de experiencia;;Casi todos;Nada;No
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;18/02/2025 14:28;;Swatch SL;Grande;Comercio;metal;Otro *;dependiente ;Ninguno;Otras *;horarios ;Casi todos;Nada;No
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 9:18;;ASDF;Pequeña;;;;;1-5;;;;;
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 11:04;;Coco Sevilla;Pequeña;Comercio;;Técnicos;vendedor;Ninguno;Falta de candidatos cualificados;idiomas;La mayoría;En gran medida;No
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 11:07;;;Pequeña;Comercio;;Otro *;vendedor;Ninguno;Otras *;horario;La mayoría;En cierta medida;No
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 11:14;;salón de belleza Isabel Rodríguez ;Pequeña;Servicios;peluquería y estetica;Otro *;peluqueros, esteticistas;Ninguno;Falta de experiencia;;La mayoría;En gran medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 11:25;;Victoria ;Pequeña;Hostelería;tienda de animales ;Otro *;vendedor ;1-5;Otras *;gastos seguridad social;La mayoría;En cierta medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 11:32;;Tradevo S.l;Pequeña;Hostelería;;Otro *;cocinero, camarero, limpiadora;1-5;Falta de candidatos cualificados;;La mayoría;En gran medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 11:39;;Polpetto shoes zapateria;Pequeña;Comercio;zapatería ;Otro *;vendedores ;Ninguno;Falta de candidatos cualificados;;Casi todos;En gran medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 11:44;;Greenhair Maribel Aragón ;Pequeña;Servicios;peluquería y estetica;Técnicos;peluqueroe;Ninguno;Falta de experiencia;;La mayoría;Poco;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 11:49;;Naturanda S.L;Mediana;;;Técnicos;guías turísticos titulados, vendedores, ;6-10;Falta de candidatos cualificados;idiomas y tulacion ofi cial;La mayoría;En gran medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 11:50;;Naturanda S.l;Mediana;Turismo;;Técnicos;guías turísticos oficiales, vendedores ;1-5;Falta de candidatos cualificados;;La mayoría;En gran medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 12:03;;Isabel Mediavilla S.l ;Pequeña;Comercio;;Otro *;vendedores;1-5;Otras *;ganas de trabajar ;Aproximadamente la mitad;En gran medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 12:09;;Galería Balcris S.l;Pequeña;Comercio;;Comerciales;vendedores;Ninguno;Otras *;;Casi todos;En cierta medida;No
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 12:14;;the second Room SL;Mediana;Hostelería;;Otro *;cocktelerros, camareros;1-5;Falta de candidatos cualificados;ganas de trabajar y de noche;Aproximadamente la mitad;En gran medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 12:19;;Castella Art Corp S.l;Pequeña;Hostelería;;Otro *;Camareros, cockteleros;1-5;Falta de candidatos cualificados;;Aproximadamente la mitad;En gran medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 12:27;;Eme Catedral Bar ;Grande;Hostelería;;Otro *;vendedor, cocineros;6-10;Falta de candidatos cualificados;;Casi todos;En gran medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 12:36;;Hiperjerez SA;Mediana;Comercio;;Otro *;vendedor ;Ninguno;Otras *;idiomas, horarios;Casi todos;Poco;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 12:40;;Ololo S.l;Mediana;Comercio;;Otro *;vendedor;Ninguno;Otras *;ganas de trabajar ;Casi todos;En cierta medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 12:46;;Todobisu S.L;Grande;Comercio;;;dependiente ;Ninguno;Falta de candidatos cualificados;idiomas;La mayoría;En gran medida;No
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 12:50;;Felix Sport ;Pequeña;Servicios;;Otro *;Amacenes;Ninguno;Falta de candidatos cualificados;;Casi todos;Poco;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 12:55;;Real Betis Balompié ;Mediana;Comercio;;Otro *;vendedor ;1-5;Otras *;idiomas, horarios;La mayoría;En cierta medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 12:59;;Sabor a España S L;Grande;Comercio;;Otro *;vendedor, ;1-5;Falta de candidatos cualificados;horarios, ;Aproximadamente la mitad;Nada;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 13:03;;La Canasta S,l;Mediana;Hostelería;;Otro *;camareros;6-10;Falta de candidatos cualificados;;Aproximadamente la mitad;En gran medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 13:10;;Restaurante Génova S. l;Mediana;Hostelería;;Otro *;camareros, cocineros;1-5;Falta de experiencia;;La mayoría;En cierta medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 13:16;;Citees S.l;Mediana;Comercio;;Otro *;vendedor;1-5;Otras *;idiomas;La mayoría;Poco;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 13:22;;pepe pinreles S.l;Grande;Comercio;;Otro *;dependiente ;Ninguno;Falta de candidatos cualificados;horarios;La mayoría;En cierta medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 13:27;;Gelato Fiorenza S. l;Pequeña;Hostelería;;Otro *;vendedores;1-5;Falta de experiencia;;;En cierta medida;No
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 13:35;;El Seis S.l;Grande;Hostelería;;Otro *;camareros, cocineros;1-5;Falta de candidatos cualificados;;La mayoría;En cierta medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 13:39;;Purificador García ST.l;Grande;Comercio;;Otro *;vendedor,;Ninguno;Falta de experiencia;;Casi todos;Nada;No
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 13:49;;Cervecería Puerta de el Perdon S.l;Pequeña;Hostelería;;Otro *;camareros ;1-5;Otras *;horarios ;La mayoría;Poco;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 14:06;;Don Barato ;Pequeña;Comercio;;Otro *;vendedores;Ninguno;Otras *;ganas de trabajar;Aproximadamente la mitad;Poco;No
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 14:11;;Pan y Piu S.l;Pequeña;Hostelería;panadería, pastelería ;Otro *;dependiente ;1-5;Falta de candidatos cualificados;Horarios ;La mayoría;En gran medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;19/02/2025 14:22;;Horno San Esteban ;Pequeña;Comercio;panadería, pastelería ;Otro *;dependiente ;6-10;Falta de candidatos cualificados;;Casi todos;En cierta medida;No
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;20/02/2025 9:38;;Autoservicio Cintia ;Pequeña;Comercio;tienda supermercado ;Otro *;vendedores;Ninguno;Falta de candidatos cualificados;contrato temporada alta;Una minoría;En gran medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;20/02/2025 11:13;;Realcazar Restaurante S.L;Pequeña;Hostelería;;Otro *;camareros, cocinero;1-5;Falta de candidatos cualificados, Falta de experiencia;;La mayoría;En gran medida;
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;20/02/2025 11:22;;Sara ortega ;Pequeña;Comercio;Estanco;Otro *;vendedores;1-5;Otras *;seguros sociales ;Una minoría;En cierta medida;No
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;20/02/2025 11:26;;La Mediterránea S.L;Mediana;Hostelería;;Otro *;camareros, cocinero;1-5;Falta de candidatos cualificados;;La mayoría;Poco;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;20/02/2025 11:29;;El Rincón de Beirut S.l;Mediana;Hostelería;;Otro *;camareros, cocineros ;1-5;Falta de candidatos cualificados, Competencia salarial, Falta de experiencia, Otras *;;La mayoría;En gran medida;No
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;20/02/2025 11:42;;Sevilla Futbol club Tienda;Mediana;Comercio;Textil;Otro *;vendedores;1-5;Falta de candidatos cualificados;idiomas;La mayoría;En gran medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;20/02/2025 12:04;;la Motola Capital S.L;Pequeña;Hostelería;;Otro *;camareros y vendedores;Ninguno;Falta de candidatos cualificados;;La mayoría;En gran medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;20/02/2025 12:14;;Arco Alcazar;Pequeña;Comercio;souvenirs;Otro *;vendedor ;Ninguno;Otras *;;Una minoría;Poco;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;20/02/2025 12:20;;Puerto Plata S.L;Pequeña;Hostelería;;Otro *;canareros;Ninguno;Falta de candidatos cualificados;;La mayoría;Poco;No
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;20/02/2025 12:31;;Sasa Difusión S.l;Pequeña;Comercio;;Otro *;vendedores;Ninguno;Falta de candidatos cualificados, Competencia salarial, Falta de experiencia, Otras *;idiomas,;Casi todos;En cierta medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;20/02/2025 12:35;;Amorino Gelato S.L;Mediana;Hostelería;;Otro *;vendedores;1-5;Otras *;idiomas;Casi todos;En gran medida;No
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;20/02/2025 12:42;;Chicuelo S l;Mediana;Hostelería;;Otro *;camareros, cocinero, cortador jamon;1-5;Falta de candidatos cualificados;idiomas;La mayoría;En gran medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;20/02/2025 12:48;;El Papelón Sl;Mediana;Hostelería;;Otro *;camarero;1-5;Otras *;idiomas ;La mayoría;Poco;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;20/02/2025 12:55;;Bodega Atarazana S l;Pequeña;Hostelería;;Otro *;;1-5;Falta de experiencia, Otras *;idiomas;Una minoría;En gran medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;20/02/2025 13:00;;Carlos S.l. U;Pequeña;Hostelería;;Otro *;Camareros;1-5;Falta de experiencia;experiencia alergenos;Casi todos;Poco;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;20/02/2025 13:05;;Arco del Postigo ;Pequeña;Comercio;;Otro *;vendedor;Ninguno;Otras *;idiomas;La mayoría;En gran medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;20/02/2025 13:08;;Como mola Sevilla ;Pequeña;Comercio;;Otro *;vendedor;Ninguno;Otras *;idiomas, ;La mayoría;En cierta medida;No
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;20/02/2025 13:12;;Il Gelato EItaliano ;Pequeña;Hostelería;;Otro *;vwndedorr;Ninguno;Otras *;idiomas;Casi todos;En gran medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;20/02/2025 13:20;;De la Tribu Artesaniq;Mediana;Comercio;;Otro *;vendedores;Ninguno;Falta de experiencia;;Casi todos;Poco;No
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;20/02/2025 13:22;;Padilla crespo S.l;Mediana;Comercio;;Otro *;dependiente ;1-5;Falta de experiencia, Otras *;idiomas;Casi todos;En gran medida;Sí
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;20/02/2025 13:42;;Delicias de Sevilla S.l;Mediana;Comercio;;Otro *;dependiente comercio;1-5;Otras *;actitud y ganas;La mayoría;En cierta medida;No
SE12- VIRGINIA SANCHEZ ARREBOLA OK (respuestas).xlsx;20/02/2025 13:57;;la embajada del aceite;Pequeña;Comercio;;Otro *;vendedores ;Más de 10;Falta de candidatos cualificados, Otras *;actitud ;Una minoría;En cierta medida;Sí
